MARKERS	FST	RANKING	QUARTILE
1_00008884_00710711	0.029126	6873	5
1_00009122_00729749	0.029126	6874	5
1_00010931_00874462	0.029126	6875	5
1_00013018_01041415	0.029126	6876	5
1_00013239_01059075	0.029126	6877	5
1_00013655_01092336	0.029126	6878	5
1_00013669_01093467	0.029126	6879	5
1_00016904_01352292	0.029126	6880	5
1_00018032_01442548	0.029126	6881	5
1_00018855_01508381	0.029126	6882	5
1_00020110_01608800	0.029126	6883	5
1_00021848_01747793	0.029126	6884	5
1_00016701_01336078	0.028651	6885	5
1_00017312_01384926	0.028651	6886	5
1_00011571_00925681	0.027965	6887	5
1_00016701_01336076	0.027826	6888	5
1_00000078_00006237	0.027778	6889	5
1_00000311_00024826	0.027778	6890	5
1_00000311_00024834	0.027778	6891	5
1_00001900_00151931	0.027778	6892	5
1_00002009_00160688	0.027778	6893	5
1_00002164_00173088	0.027778	6894	5
1_00002808_00224585	0.027778	6895	5
1_00002979_00238316	0.027778	6896	5
1_00003966_00317263	0.027778	6897	5
1_00004777_00382114	0.027778	6898	5
1_00004777_00382115	0.027778	6899	5
1_00004882_00390543	0.027778	6900	5
1_00005380_00430354	0.027778	6901	5
1_00007043_00563440	0.027778	6902	5
1_00008954_00716315	0.027778	6903	5
1_00009750_00779963	0.027778	6904	5
1_00009750_00779990	0.027778	6905	5
1_00011044_00883518	0.027778	6906	5
1_00011598_00927772	0.027778	6907	5
1_00012681_01014414	0.027778	6908	5
1_00012753_01020183	0.027778	6909	5
1_00012833_01026624	0.027778	6910	5
1_00013003_01040169	0.027778	6911	5
1_00013030_01042375	0.027778	6912	5
1_00013559_01084680	0.027778	6913	5
1_00013590_01087170	0.027778	6914	5
1_00013856_01108466	0.027778	6915	5
1_00013955_01116350	0.027778	6916	5
1_00014287_01142910	0.027778	6917	5
1_00014540_01163161	0.027778	6918	5
1_00014574_01165851	0.027778	6919	5
1_00014847_01187741	0.027778	6920	5
1_00015534_01242695	0.027778	6921	5
1_00015936_01274877	0.027778	6922	5
1_00016238_01299031	0.027778	6923	5
1_00016710_01336736	0.027778	6924	5
1_00016710_01336753	0.027778	6925	5
1_00016710_01336754	0.027778	6926	5
1_00016957_01356519	0.027778	6927	5
1_00017786_01422828	0.027778	6928	5
1_00017939_01435053	0.027778	6929	5
1_00018097_01447754	0.027778	6930	5
1_00018097_01447761	0.027778	6931	5
1_00018450_01475984	0.027778	6932	5
1_00018682_01494519	0.027778	6933	5
1_00018742_01499353	0.027778	6934	5
1_00019376_01550081	0.027778	6935	5
1_00019442_01555354	0.027778	6936	5
1_00019447_01555709	0.027778	6937	5
1_00019447_01555713	0.027778	6938	5
1_00020462_01636922	0.027778	6939	5
1_00020951_01676009	0.027778	6940	5
1_00020951_01676030	0.027778	6941	5
1_00021540_01723141	0.027778	6942	5
1_00021825_01745934	0.027778	6943	5
1_00022143_01771409	0.027778	6944	5
1_00022816_01825223	0.027778	6945	5
1_00006518_00521415	0.027386	6946	5
1_00009523_00761805	0.027386	6947	5
1_00010200_00815947	0.027386	6948	5
1_00017308_01384639	0.027386	6949	5
1_00019174_01533852	0.027386	6950	5
1_00022656_01812448	0.027386	6951	5
1_00009772_00781696	0.026348	6952	5
1_00007233_00578575	0.026007	6953	5
1_00007233_00578576	0.026007	6954	5
1_00007233_00578585	0.026007	6955	5
1_00007233_00578609	0.026007	6956	5
1_00007233_00578632	0.026007	6957	5
1_00015973_01277820	0.025585	6958	5
1_00015848_01267838	0.025303	6959	5
1_00021751_01740045	0.025303	6960	5
1_00017055_01364348	0.024691	6961	5
1_00017055_01364357	0.024691	6962	5
1_00021321_01705614	0.024691	6963	5
1_00002023_00161806	0.02439	6964	5
1_00003211_00256873	0.02439	6965	5
1_00005276_00422049	0.02439	6966	5
1_00009856_00788465	0.02439	6967	5
1_00009974_00797866	0.02439	6968	5
1_00009974_00797877	0.02439	6969	5
1_00010724_00857901	0.02439	6970	5
1_00011578_00926231	0.02439	6971	5
1_00014176_01134051	0.02439	6972	5
1_00015894_01271479	0.02439	6973	5
1_00019021_01521680	0.02439	6974	5
1_00020867_01669336	0.02439	6975	5
1_00013321_01065680	0.024096	6976	5
1_00006178_00494175	0.02361	6977	5
1_00009472_00757737	0.02361	6978	5
1_00010160_00812751	0.02361	6979	5
1_00010196_00815680	0.02361	6980	5
1_00010241_00819258	0.02361	6981	5
1_00015518_01241384	0.02361	6982	5
1_00019506_01560433	0.02361	6983	5
1_00015222_01217756	0.023585	6984	5
1_00006687_00534904	0.023141	6985	5
1_00008244_00659474	0.023141	6986	5
1_00010068_00805427	0.023141	6987	5
1_00018707_01496550	0.023141	6988	5
1_00021177_01694089	0.023141	6989	5
1_00012465_00997192	0.022391	6990	5
1_00010940_00875144	0.022375	6991	5
1_00017185_01374785	0.022375	6992	5
1_00005137_00410937	0.022222	6993	5
1_00006929_00554263	0.022222	6994	5
1_00008003_00640224	0.022222	6995	5
1_00008134_00650706	0.022222	6996	5
1_00009989_00799050	0.022222	6997	5
1_00011873_00949822	0.022222	6998	5
1_00013455_01076353	0.022222	6999	5
1_00014270_01141544	0.022222	7000	5
1_00014639_01171100	0.022222	7001	5
1_00014747_01179694	0.022222	7002	5
1_00014747_01179697	0.022222	7003	5
1_00014747_01179701	0.022222	7004	5
1_00015238_01218970	0.022222	7005	5
1_00015238_01218991	0.022222	7006	5
1_00015631_01250451	0.022222	7007	5
1_00016109_01288686	0.022222	7008	5
1_00018483_01478587	0.022222	7009	5
1_00018538_01482970	0.022222	7010	5
1_00018640_01491161	0.022222	7011	5
1_00019144_01531494	0.022222	7012	5
1_00022372_01789756	0.022222	7013	5
1_00023034_01842663	0.022222	7014	5
1_00023034_01842696	0.022222	7015	5
1_00010377_00830113	0.021597	7016	5
1_00018344_01467460	0.021141	7017	5
1_00012908_01032626	0.02092	7018	5
1_00022832_01826503	0.02092	7019	5
1_00016593_01327383	0.020408	7020	5
1_00017234_01378697	0.020408	7021	5
1_00022465_01797191	0.020408	7022	5
1_00012583_01006617	0.019608	7023	5
1_00001783_00142605	0.019259	7024	5
1_00001902_00152093	0.019259	7025	5
1_00004249_00339918	0.0186	7026	5
1_00012601_01008052	0.0186	7027	5
1_00000541_00043227	0.018519	7028	5
1_00001072_00085740	0.018519	7029	5
1_00001308_00104607	0.018519	7030	5
1_00001308_00104608	0.018519	7031	5
1_00001707_00136530	0.018519	7032	5
1_00002496_00199639	0.018519	7033	5
1_00002626_00210040	0.018519	7034	5
1_00002626_00210043	0.018519	7035	5
1_00002626_00210051	0.018519	7036	5
1_00003133_00250595	0.018519	7037	5
1_00003172_00253721	0.018519	7038	5
1_00003250_00259988	0.018519	7039	5
1_00007602_00608115	0.018519	7040	5
1_00009301_00744009	0.018519	7041	5
1_00010486_00838878	0.018519	7042	5
1_00010734_00858672	0.018519	7043	5
1_00010734_00858675	0.018519	7044	5
1_00010937_00874895	0.018519	7045	5
1_00011694_00935502	0.018519	7046	5
1_00011883_00950620	0.018519	7047	5
1_00015137_01210944	0.018519	7048	5
1_00015283_01222595	0.018519	7049	5
1_00015493_01239411	0.018519	7050	5
1_00015704_01256263	0.018519	7051	5
1_00015749_01259867	0.018519	7052	5
1_00015875_01269961	0.018519	7053	5
1_00016205_01296398	0.018519	7054	5
1_00016264_01301103	0.018519	7055	5
1_00017043_01363406	0.018519	7056	5
1_00018748_01499813	0.018519	7057	5
1_00019251_01540037	0.018519	7058	5
1_00020153_01612220	0.018519	7059	5
1_00020552_01644095	0.018519	7060	5
1_00020850_01667990	0.018519	7061	5
1_00022049_01763852	0.018519	7062	5
1_00022085_01766758	0.018519	7063	5
1_00022115_01769153	0.018519	7064	5
1_00022450_01795975	0.018519	7065	5
1_00022877_01830114	0.018519	7066	5
1_00022964_01837058	0.018519	7067	5
1_00000038_00002983	0.018339	7068	5
1_00002251_00180046	0.018339	7069	5
1_00005736_00458856	0.018339	7070	5
1_00012899_01031921	0.018339	7071	5
1_00014308_01144582	0.018339	7072	5
1_00015949_01275916	0.018339	7073	5
1_00016485_01318790	0.018339	7074	5
1_00017296_01383667	0.018339	7075	5
1_00019063_01524991	0.018339	7076	5
1_00021394_01711497	0.018339	7077	5
1_00022085_01766796	0.018339	7078	5
1_00004724_00377899	0.017987	7079	5
1_00003384_00270680	0.017544	7080	5
1_00012863_01029035	0.017544	7081	5
1_00015731_01258464	0.017544	7082	5
1_00018532_01482502	0.017544	7083	5
1_00018905_01512376	0.017094	7084	5
1_00020474_01637921	0.017094	7085	5
1_00022470_01797559	0.017094	7086	5
1_00008925_00713998	0.016343	7087	5
1_00003003_00240240	0.016204	7088	5
1_00007405_00592360	0.016204	7089	5
1_00013762_01100913	0.016204	7090	5
1_00014658_01172631	0.016204	7091	5
1_00015642_01251357	0.016204	7092	5
1_00015805_01264368	0.016204	7093	5
1_00018953_01516189	0.016204	7094	5
1_00004707_00376509	0.015625	7095	5
1_00004707_00376535	0.015625	7096	5
1_00008264_00661057	0.015625	7097	5
1_00003296_00263640	0.015493	7098	5
1_00016359_01308691	0.015493	7099	5
1_00005167_00413296	0.015152	7100	5
1_00012383_00990583	0.015014	7101	5
1_00012383_00990594	0.015014	7102	5
1_00020855_01668392	0.015014	7103	5
1_00022649_01811852	0.015014	7104	5
1_00001266_00101278	0.014836	7105	5
1_00001266_00101280	0.014836	7106	5
1_00002825_00225981	0.014836	7107	5
1_00003176_00254063	0.014836	7108	5
1_00004741_00379278	0.014836	7109	5
1_00004741_00379279	0.014836	7110	5
1_00004741_00379280	0.014836	7111	5
1_00004741_00379281	0.014836	7112	5
1_00005423_00433835	0.014836	7113	5
1_00005946_00475681	0.014836	7114	5
1_00006961_00556808	0.014836	7115	5
1_00011740_00939154	0.014836	7116	5
1_00012298_00983841	0.014836	7117	5
1_00014210_01136798	0.014836	7118	5
1_00017142_01371346	0.014836	7119	5
1_00017675_01413933	0.014836	7120	5
1_00018400_01471974	0.014836	7121	5
1_00018635_01490787	0.014836	7122	5
1_00019899_01591851	0.014836	7123	5
1_00021905_01752381	0.014836	7124	5
1_00022162_01772958	0.014836	7125	5
1_00021893_01751439	0.014778	7126	5
1_00017018_01361375	0.013978	7127	5
1_00005218_00417388	0.013624	7128	5
1_00002621_00209637	0.013315	7129	5
1_00022425_01793993	0.012979	7130	5
1_00002625_00209963	0.012924	7131	5
1_00020711_01656852	0.012672	7132	5
1_00000176_00014055	0.012346	7133	5
1_00000203_00016179	0.012346	7134	5
1_00000532_00042495	0.012346	7135	5
1_00000532_00042496	0.012346	7136	5
1_00000653_00052214	0.012346	7137	5
1_00000919_00073481	0.012346	7138	5
1_00000997_00079737	0.012346	7139	5
1_00001146_00091631	0.012346	7140	5
1_00001918_00153418	0.012346	7141	5
1_00002214_00177112	0.012346	7142	5
1_00002560_00204759	0.012346	7143	5
1_00002560_00204795	0.012346	7144	5
1_00002633_00210586	0.012346	7145	5
1_00002714_00217103	0.012346	7146	5
1_00002714_00217104	0.012346	7147	5
1_00003031_00242468	0.012346	7148	5
1_00003400_00271989	0.012346	7149	5
1_00004104_00328316	0.012346	7150	5
1_00004396_00351649	0.012346	7151	5
1_00004668_00373375	0.012346	7152	5
1_00005233_00418602	0.012346	7153	5
1_00005375_00429986	0.012346	7154	5
1_00005383_00430602	0.012346	7155	5
1_00005399_00431874	0.012346	7156	5
1_00005845_00467601	0.012346	7157	5
1_00006424_00513879	0.012346	7158	5
1_00006708_00536568	0.012346	7159	5
1_00006909_00552669	0.012346	7160	5
1_00007273_00581810	0.012346	7161	5
1_00007380_00590373	0.012346	7162	5
1_00007413_00593020	0.012346	7163	5
1_00007547_00603743	0.012346	7164	5
1_00008595_00687542	0.012346	7165	5
1_00008683_00694576	0.012346	7166	5
1_00008683_00694616	0.012346	7167	5
1_00009101_00728059	0.012346	7168	5
1_00009173_00733832	0.012346	7169	5
1_00010329_00826312	0.012346	7170	5
1_00010569_00845482	0.012346	7171	5
1_00010793_00863381	0.012346	7172	5
1_00011303_00904234	0.012346	7173	5
1_00011594_00927519	0.012346	7174	5
1_00012025_00961979	0.012346	7175	5
1_00012195_00975568	0.012346	7176	5
1_00012717_01017324	0.012346	7177	5
1_00014106_01128428	0.012346	7178	5
1_00014177_01134120	0.012346	7179	5
1_00014211_01136847	0.012346	7180	5
1_00014340_01147196	0.012346	7181	5
1_00014340_01147201	0.012346	7182	5
1_00014376_01150079	0.012346	7183	5
1_00014490_01159172	0.012346	7184	5
1_00014739_01179066	0.012346	7185	5
1_00015069_01205463	0.012346	7186	5
1_00015215_01217149	0.012346	7187	5
1_00015227_01218100	0.012346	7188	5
1_00016418_01313377	0.012346	7189	5
1_00016490_01319137	0.012346	7190	5
1_00016729_01338302	0.012346	7191	5
1_00016939_01355090	0.012346	7192	5
1_00017014_01361091	0.012346	7193	5
1_00017055_01364340	0.012346	7194	5
1_00017173_01373811	0.012346	7195	5
1_00017529_01402255	0.012346	7196	5
1_00017529_01402260	0.012346	7197	5
1_00017916_01433227	0.012346	7198	5
1_00017916_01433263	0.012346	7199	5
1_00018526_01482043	0.012346	7200	5
1_00018748_01499841	0.012346	7201	5
1_00019128_01530169	0.012346	7202	5
1_00019373_01549806	0.012346	7203	5
1_00019537_01562930	0.012346	7204	5
1_00020197_01615755	0.012346	7205	5
1_00020197_01615761	0.012346	7206	5
1_00020656_01652413	0.012346	7207	5
1_00020656_01652466	0.012346	7208	5
1_00020730_01658368	0.012346	7209	5
1_00020730_01658377	0.012346	7210	5
1_00020971_01677658	0.012346	7211	5
1_00021858_01748590	0.012346	7212	5
1_00022187_01774897	0.012346	7213	5
1_00022382_01790540	0.012346	7214	5
1_00022938_01835001	0.012346	7215	5
1_00023439_01875069	0.012346	7216	5
1_00024586_01966854	0.012346	7217	5
1_00014501_01160009	0.012195	7218	5
1_00004378_00350175	0.011562	7219	5
1_00004378_00350181	0.011562	7220	5
1_00018494_01479467	0.011562	7221	5
1_00018494_01479469	0.011562	7222	5
1_00018494_01479482	0.011562	7223	5
1_00018494_01479487	0.011562	7224	5
1_00004390_00351171	0.011364	7225	5
1_00012411_00992811	0.011364	7226	5
1_00012834_01026667	0.011364	7227	5
1_00015516_01241280	0.011237	7228	5
1_00016076_01286038	0.011237	7229	5
1_00019849_01587860	0.011237	7230	5
1_00020632_01650539	0.011118	7231	5
1_00005060_00404732	0.011111	7232	5
1_00008173_00653823	0.011111	7233	5
1_00008895_00711549	0.011111	7234	5
1_00015429_01234320	0.011111	7235	5
1_00015429_01234321	0.011111	7236	5
1_00016857_01348488	0.011111	7237	5
1_00019932_01594533	0.011111	7238	5
1_00020154_01612291	0.011111	7239	5
1_00021316_01705253	0.011111	7240	5
1_00000372_00029742	0.01084	7241	5
1_00001249_00099900	0.01084	7242	5
1_00001633_00130623	0.01084	7243	5
1_00001633_00130635	0.01084	7244	5
1_00005721_00457652	0.01084	7245	5
1_00005876_00470026	0.01084	7246	5
1_00006258_00500614	0.01084	7247	5
1_00007401_00592055	0.01084	7248	5
1_00008619_00689491	0.01084	7249	5
1_00009567_00765296	0.01084	7250	5
1_00009975_00797987	0.01084	7251	5
1_00011190_00895158	0.01084	7252	5
1_00012513_01001024	0.01084	7253	5
1_00012582_01006523	0.01084	7254	5
1_00013095_01047593	0.01084	7255	5
1_00014436_01154877	0.01084	7256	5
1_00018615_01489145	0.01084	7257	5
1_00019918_01593392	0.01084	7258	5
1_00020776_01662021	0.01084	7259	5
1_00020776_01662071	0.01084	7260	5
1_00020982_01678499	0.01084	7261	5
1_00013587_01086908	0.01038	7262	5
1_00013587_01086939	0.01038	7263	5
1_00013587_01086945	0.01038	7264	5
1_00013587_01086959	0.01038	7265	5
1_00000811_00064828	0.010243	7266	5
1_00010412_00832929	0.010243	7267	5
1_00011793_00943438	0.010243	7268	5
1_00023502_01880099	0.010243	7269	5
1_00009958_00796599	0.010076	7270	5
1_00009958_00796608	0.010076	7271	5
1_00018539_01483079	0.010076	7272	5
1_00018539_01483090	0.010076	7273	5
1_00005680_00454332	0.009926	7274	5
1_00014096_01127647	0.009901	7275	5
1_00001025_00081940	0.009662	7276	5
1_00001025_00081949	0.009662	7277	5
1_00007257_00580541	0.009662	7278	5
1_00010299_00823905	0.009662	7279	5
1_00014432_01154508	0.009662	7280	5
1_00014432_01154516	0.009662	7281	5
1_00023044_01843458	0.009662	7282	5
1_00023044_01843471	0.009662	7283	5
1_00000509_00040657	0.009508	7284	5
1_00000509_00040698	0.009508	7285	5
1_00000509_00040719	0.009508	7286	5
1_00000024_00001862	0.009009	7287	5
1_00000159_00012699	0.009009	7288	5
1_00000294_00023482	0.009009	7289	5
1_00000467_00037296	0.009009	7290	5
1_00000564_00045076	0.009009	7291	5
1_00000685_00054757	0.009009	7292	5
1_00000825_00065974	0.009009	7293	5
1_00000851_00068010	0.009009	7294	5
1_00001025_00081967	0.009009	7295	5
1_00001160_00092783	0.009009	7296	5
1_00001177_00094095	0.009009	7297	5
1_00001289_00103121	0.009009	7298	5
1_00001378_00110194	0.009009	7299	5
1_00001640_00131183	0.009009	7300	5
1_00001746_00139655	0.009009	7301	5
1_00002038_00163006	0.009009	7302	5
1_00002127_00170110	0.009009	7303	5
1_00002157_00172513	0.009009	7304	5
1_00002402_00192138	0.009009	7305	5
1_00002402_00192140	0.009009	7306	5
1_00002465_00197159	0.009009	7307	5
1_00002588_00207001	0.009009	7308	5
1_00002698_00215781	0.009009	7309	5
1_00002791_00223275	0.009009	7310	5
1_00002791_00223276	0.009009	7311	5
1_00002843_00227432	0.009009	7312	5
1_00002945_00235565	0.009009	7313	5
1_00003085_00246782	0.009009	7314	5
1_00003103_00248206	0.009009	7315	5
1_00003129_00250298	0.009009	7316	5
1_00003267_00261309	0.009009	7317	5
1_00003292_00263289	0.009009	7318	5
1_00003414_00273048	0.009009	7319	5
1_00003551_00284080	0.009009	7320	5
1_00003574_00285908	0.009009	7321	5
1_00003641_00291278	0.009009	7322	5
1_00003669_00293521	0.009009	7323	5
1_00003703_00296234	0.009009	7324	5
1_00003814_00305107	0.009009	7325	5
1_00003949_00315915	0.009009	7326	5
1_00004041_00323243	0.009009	7327	5
1_00004041_00323262	0.009009	7328	5
1_00004209_00336692	0.009009	7329	5
1_00004257_00340529	0.009009	7330	5
1_00004257_00340530	0.009009	7331	5
1_00004350_00347933	0.009009	7332	5
1_00004367_00349309	0.009009	7333	5
1_00004399_00351892	0.009009	7334	5
1_00004482_00358488	0.009009	7335	5
1_00004515_00361154	0.009009	7336	5
1_00004633_00370573	0.009009	7337	5
1_00004646_00371623	0.009009	7338	5
1_00004647_00371755	0.009009	7339	5
1_00004883_00390623	0.009009	7340	5
1_00004946_00395625	0.009009	7341	5
1_00005214_00417050	0.009009	7342	5
1_00005233_00418636	0.009009	7343	5
1_00005267_00421326	0.009009	7344	5
1_00005455_00436370	0.009009	7345	5
1_00005527_00442159	0.009009	7346	5
1_00005826_00466029	0.009009	7347	5
1_00006232_00498523	0.009009	7348	5
1_00006561_00524861	0.009009	7349	5
1_00006574_00525857	0.009009	7350	5
1_00006627_00530112	0.009009	7351	5
1_00006803_00544175	0.009009	7352	5
1_00006986_00558826	0.009009	7353	5
1_00007058_00564581	0.009009	7354	5
1_00007352_00588126	0.009009	7355	5
1_00007401_00592010	0.009009	7356	5
1_00007451_00596076	0.009009	7357	5
1_00007456_00596447	0.009009	7358	5
1_00007583_00606641	0.009009	7359	5
1_00007585_00606736	0.009009	7360	5
1_00007675_00613955	0.009009	7361	5
1_00007698_00615808	0.009009	7362	5
1_00007724_00617891	0.009009	7363	5
1_00007800_00623932	0.009009	7364	5
1_00007816_00625258	0.009009	7365	5
1_00007854_00628250	0.009009	7366	5
1_00007862_00628909	0.009009	7367	5
1_00008002_00640110	0.009009	7368	5
1_00008088_00646995	0.009009	7369	5
1_00008114_00649083	0.009009	7370	5
1_00008160_00652772	0.009009	7371	5
1_00008391_00671243	0.009009	7372	5
1_00008542_00683301	0.009009	7373	5
1_00008775_00701970	0.009009	7374	5
1_00009101_00728063	0.009009	7375	5
1_00009455_00756344	0.009009	7376	5
1_00009508_00760611	0.009009	7377	5
1_00009563_00765002	0.009009	7378	5
1_00009621_00769633	0.009009	7379	5
1_00009970_00797570	0.009009	7380	5
1_00009970_00797575	0.009009	7381	5
1_00009982_00798554	0.009009	7382	5
1_00010148_00811817	0.009009	7383	5
1_00010318_00825428	0.009009	7384	5
1_00010482_00838554	0.009009	7385	5
1_00010703_00856177	0.009009	7386	5
1_00010837_00866929	0.009009	7387	5
1_00010972_00877734	0.009009	7388	5
1_00010998_00879823	0.009009	7389	5
1_00011053_00884231	0.009009	7390	5
1_00011246_00899638	0.009009	7391	5
1_00011259_00900672	0.009009	7392	5
1_00011291_00903229	0.009009	7393	5
1_00011485_00918764	0.009009	7394	5
1_00011514_00921078	0.009009	7395	5
1_00011517_00921289	0.009009	7396	5
1_00011946_00955636	0.009009	7397	5
1_00012060_00964756	0.009009	7398	5
1_00012139_00971104	0.009009	7399	5
1_00012156_00972443	0.009009	7400	5
1_00012225_00977998	0.009009	7401	5
1_00012247_00979745	0.009009	7402	5
1_00012272_00981761	0.009009	7403	5
1_00012373_00989810	0.009009	7404	5
1_00012451_00996028	0.009009	7405	5
1_00012534_01002693	0.009009	7406	5
1_00012602_01008155	0.009009	7407	5
1_00012630_01010330	0.009009	7408	5
1_00012681_01014422	0.009009	7409	5
1_00012783_01022574	0.009009	7410	5
1_00012788_01022983	0.009009	7411	5
1_00012859_01028688	0.009009	7412	5
1_00012943_01035410	0.009009	7413	5
1_00012959_01036688	0.009009	7414	5
1_00012986_01038826	0.009009	7415	5
1_00013164_01053067	0.009009	7416	5
1_00013177_01054131	0.009009	7417	5
1_00013199_01055890	0.009009	7418	5
1_00013660_01092733	0.009009	7419	5
1_00013752_01100159	0.009009	7420	5
1_00013873_01109795	0.009009	7421	5
1_00014208_01136632	0.009009	7422	5
1_00014340_01147200	0.009009	7423	5
1_00014386_01150850	0.009009	7424	5
1_00014661_01172866	0.009009	7425	5
1_00014680_01174332	0.009009	7426	5
1_00014845_01187534	0.009009	7427	5
1_00015257_01220508	0.009009	7428	5
1_00015257_01220531	0.009009	7429	5
1_00015343_01227381	0.009009	7430	5
1_00015343_01227414	0.009009	7431	5
1_00015514_01241121	0.009009	7432	5
1_00015764_01261108	0.009009	7433	5
1_00015926_01274032	0.009009	7434	5
1_00015954_01276313	0.009009	7435	5
1_00015978_01278232	0.009009	7436	5
1_00016069_01285514	0.009009	7437	5
1_00016072_01285702	0.009009	7438	5
1_00016115_01289182	0.009009	7439	5
1_00016168_01293430	0.009009	7440	5
1_00016187_01294948	0.009009	7441	5
1_00016238_01299036	0.009009	7442	5
1_00016345_01307594	0.009009	7443	5
1_00016550_01323951	0.009009	7444	5
1_00016589_01327091	0.009009	7445	5
1_00016627_01330105	0.009009	7446	5
1_00016691_01335210	0.009009	7447	5
1_00016691_01335222	0.009009	7448	5
1_00016691_01335244	0.009009	7449	5
1_00016857_01348525	0.009009	7450	5
1_00017101_01368051	0.009009	7451	5
1_00017329_01386301	0.009009	7452	5
1_00017464_01397102	0.009009	7453	5
1_00017594_01407521	0.009009	7454	5
1_00017608_01408601	0.009009	7455	5
1_00017674_01413880	0.009009	7456	5
1_00017833_01426598	0.009009	7457	5
1_00017864_01429115	0.009009	7458	5
1_00017908_01432632	0.009009	7459	5
1_00018564_01485095	0.009009	7460	5
1_00018637_01490892	0.009009	7461	5
1_00018992_01519312	0.009009	7462	5
1_00019007_01520529	0.009009	7463	5
1_00019098_01527838	0.009009	7464	5
1_00019098_01527839	0.009009	7465	5
1_00019168_01533400	0.009009	7466	5
1_00019354_01548257	0.009009	7467	5
1_00019385_01550753	0.009009	7468	5
1_00019501_01560029	0.009009	7469	5
1_00019596_01567619	0.009009	7470	5
1_00019839_01587070	0.009009	7471	5
1_00019853_01588168	0.009009	7472	5
1_00019906_01592435	0.009009	7473	5
1_00020053_01604226	0.009009	7474	5
1_00020063_01605041	0.009009	7475	5
1_00020249_01619891	0.009009	7476	5
1_00020277_01622117	0.009009	7477	5
1_00020361_01628857	0.009009	7478	5
1_00020426_01634030	0.009009	7479	5
1_00020426_01634043	0.009009	7480	5
1_00020551_01644031	0.009009	7481	5
1_00020736_01658872	0.009009	7482	5
1_00021178_01694198	0.009009	7483	5
1_00021227_01698132	0.009009	7484	5
1_00021341_01707258	0.009009	7485	5
1_00021407_01712530	0.009009	7486	5
1_00021457_01716532	0.009009	7487	5
1_00021547_01723736	0.009009	7488	5
1_00021557_01724550	0.009009	7489	5
1_00021633_01730623	0.009009	7490	5
1_00021692_01735291	0.009009	7491	5
1_00021813_01744997	0.009009	7492	5
1_00022113_01768987	0.009009	7493	5
1_00022139_01771059	0.009009	7494	5
1_00022279_01782254	0.009009	7495	5
1_00022350_01787929	0.009009	7496	5
1_00022352_01788120	0.009009	7497	5
1_00022784_01822696	0.009009	7498	5
1_00022841_01827210	0.009009	7499	5
1_00022906_01832467	0.009009	7500	5
1_00022970_01837537	0.009009	7501	5
1_00023013_01840983	0.009009	7502	5
1_00003354_00268301	0.008715	7503	5
1_00005442_00435296	0.008715	7504	5
1_00018716_01497219	0.008715	7505	5
1_00018716_01497241	0.008715	7506	5
1_00018716_01497280	0.008715	7507	5
1_00018341_01467280	0.008704	7508	5
1_00017226_01378012	0.00854	7509	5
1_00019002_01520101	0.007935	7510	5
1_00008084_00646682	0.007915	7511	5
1_00010449_00835898	0.007915	7512	5
1_00008168_00653387	0.007903	7513	5
1_00000442_00035357	0.007841	7514	5
1_00000956_00076480	0.007841	7515	5
1_00002366_00189252	0.007841	7516	5
1_00003594_00287461	0.007841	7517	5
1_00005073_00405825	0.007841	7518	5
1_00007390_00591197	0.007841	7519	5
1_00007390_00591198	0.007841	7520	5
1_00007390_00591200	0.007841	7521	5
1_00007390_00591201	0.007841	7522	5
1_00009272_00741732	0.007841	7523	5
1_00013284_01062709	0.007841	7524	5
1_00013532_01082551	0.007841	7525	5
1_00016144_01291503	0.007841	7526	5
1_00020392_01631358	0.007841	7527	5
1_00022968_01837428	0.007841	7528	5
1_00003099_00247852	0.007551	7529	5
1_00007127_00570121	0.007551	7530	5
1_00011116_00889277	0.007551	7531	5
1_00015375_01229979	0.007551	7532	5
1_00018077_01446100	0.007551	7533	5
1_00019165_01533173	0.007551	7534	5
1_00019987_01598895	0.007551	7535	5
1_00023014_01841051	0.007551	7536	5
1_00021404_01712312	0.007491	7537	5
1_00021404_01712315	0.007491	7538	5
1_00011414_00913090	0.007023	7539	5
1_00000053_00004237	0.006191	7540	5
1_00000755_00060400	0.006191	7541	5
1_00001076_00086050	0.006191	7542	5
1_00001479_00118308	0.006191	7543	5
1_00001670_00133553	0.006191	7544	5
1_00001786_00142866	0.006191	7545	5
1_00002005_00160355	0.006191	7546	5
1_00002441_00195279	0.006191	7547	5
1_00002548_00203833	0.006191	7548	5
1_00003183_00254597	0.006191	7549	5
1_00003327_00266154	0.006191	7550	5
1_00003364_00269049	0.006191	7551	5
1_00003364_00269055	0.006191	7552	5
1_00003859_00308721	0.006191	7553	5
1_00004264_00341069	0.006191	7554	5
1_00004314_00345092	0.006191	7555	5
1_00004444_00355459	0.006191	7556	5
1_00004492_00359291	0.006191	7557	5
1_00004528_00362207	0.006191	7558	5
1_00004556_00364445	0.006191	7559	5
1_00004698_00375773	0.006191	7560	5
1_00004904_00392287	0.006191	7561	5
1_00005289_00423109	0.006191	7562	5
1_00005742_00459318	0.006191	7563	5
1_00005841_00467213	0.006191	7564	5
1_00005956_00476472	0.006191	7565	5
1_00006859_00548671	0.006191	7566	5
1_00006866_00549226	0.006191	7567	5
1_00007117_00569322	0.006191	7568	5
1_00007160_00572789	0.006191	7569	5
1_00007362_00588942	0.006191	7570	5
